P47871
Q99932
P05121
Q8WZ71
Q9BU23
Q9UL49
O75154
Q9NX52
Q9BTC0
P35670
Q658Y4
Q8N9H8
Q8NCL4
P51587
Q5MY95
P33908
O15105
Q13129
O60507
O15273
Q9H832
P08243
Q8N370
O00212
P33897
Q8N5N7
Q8N3J2
O75509
Q9NUD5
P47895
O14777
Q86UX6
P08572
Q9UPE1
Q96BZ9
P33527
O95755
Q9UJD0
Q969Z4
Q9Y4G2
Q96NT1
P07998
Q569K6
P33981
P35579
Q8TCS8
Q5TBB1
P48029
P08034
Q8WXD5
Q969G3
O75838
Q6UXL0
P38159
Q99814
Q9BS91
Q99456
Q96JQ2
Q12923
Q9H0V1
Q86VP6
Q8IUC4
P17252
Q9NP80
Q641Q3
P62079
O95833
P49406
Q9Y5L3
Q96E52
Q3KQV9
O14965
O14668
Q9BQB6
Q4KMQ1
O43653
P52799
Q8N5Z5
Q7Z4H4
P52789
Q9H0W8
Q16651
Q14134
Q5K4E3
P20813
P27918
Q9NXH3
P18206
Q6ZV73
Q9UMX1
Q8WYP3
Q14114
Q9Y225
Q8N339
Q14894
O75478
Q8NC42
Q6IN84
Q9BZM6
O14512
Q9NP61
O15432
Q9H5N1
Q8NG50
Q9NPI7
Q9BZE9
Q8WUB8
P24864
P21333
P35680
Q7Z7B1
Q96DR7
Q16629
P48742
Q9HCD5
Q9UL54
Q9H8M5
Q6ZWJ1
O95816
P62380
Q9UHF1
Q6UWW0
Q16690
Q9NVV4
P01584
Q7L5L3
Q9NRM2
P27701
Q4KMP7
O43301
Q86VD7
Q96PU5
O60243
P50453
P50454
Q2TB90
P42356
Q99743
Q96JB3
P17676
A6NC98
P18031
Q14390
Q9H116
Q96B18
Q9BRX5
Q9ULS5
P0C1Z6
Q86YV9
P41273
Q9ULX9
Q9Y519
Q96F10
Q5VV67
Q08AE8
Q9P1Z2
Q99952
Q8IYH5
Q7LDG7
Q9HB03
Q5BKX6
Q99678
Q6DJT9
Q15464
Q15642
Q8NBN7
O95158
Q9UQQ2
Q86VE0
P50135
Q12851
O75324
Q13336
Q9H4F1
Q9H4M9
Q6ZMC9
Q5T9C9
Q92597
Q6DT37
Q9BT40
P26583
Q8TAU3
Q96RQ9
P17987
Q9BPX3
Q9H2F5
P36955
Q9NQS1
Q03112
Q52LW3
Q8N5C7
P48436
P09382
Q14512
Q5BKT4
Q96L94
P00746
Q5H9F3
Q99590
Q68CP4
Q9NUJ7
P10398
O43791
Q92841
Q9UHV2
P13726
Q9Y383
Q8N111
Q9Y3V2
O00587
Q5T6S3
Q9P1Z3
Q9NXR8
Q9NX09
Q9Y4D1
Q8NFM7
Q99501
Q9HBR0
O95402
O60294
Q9UFN0
O15503
P56559
Q9H2C0
Q969F1
Q96LB3
P20248
Q6ZRV2
Q9NW08
Q9BUE0
P30405
Q15038
P58004
Q92826
Q9BXU8
Q9NUL7
Q7L5Y6
Q8TDY4
Q16527
Q8TB69
Q9UQ10
Q01538
Q9BPZ2
Q9Y6Q6
Q9UNH6
P57739
P62877
P58107
Q53GL7
Q96A22
Q96JB6
Q155Q3
Q7Z429
Q7LBR1
Q5T5X7
Q6WCQ1
Q14442
P78540
P51151
O14879
Q9UPN6
Q9H6T0
Q96NR8
Q8NCC3
P10635
P20809
P46779
Q8N129
O60704
Q96SL8
Q8NCA9
Q9NQW1
Q8N158
Q9HCM4
Q9HCM3
Q9H5P4
Q96I82
O15534
Q96C12
P78325
O95996
Q9H2J4
Q00403
Q8N0Y7
Q9HBM6
Q6ICG6
Q9NWS6
P41161
Q8IZ40
P11021
Q9NQ55
P54753
Q9NYY8
Q8WWY8
Q9GZV4
Q8N307
Q8NFW8
O95136
Q96GD0
Q9Y5B8
P46531
Q14773
O95872
O15042
P21673
P53675
Q15555
Q9H098
P17028
Q9BX73
Q6PI98
P49914
P53384
O96006
O95568
Q9BPU9
P78560
P35318
O14730
Q49AN0
P43234
O43187
O15118
Q8N6D5
O75363
P53350
Q86U44
Q9NXK6
P28068
P13284
Q567V2
P20336
B3EWG3
P98155
P17535
O95967
Q9BZD4
O60806
O75691
Q9NPH2
O15530
Q8IZE3
Q14919
Q9BX10
Q9NSC7
Q15436
Q9H5Q4
Q5VWZ2
Q16560
Q9UJH8
Q8N4L1
Q8N6G5
Q9Y324
Q8WWZ3
Q14542
O00124
Q9H2K8
O75920
Q9UKB3
Q92521
Q9NXW2
O75129
A2RUS2
O43482
O75920
Q86YR5
Q9UKX7
Q9Y5Q0
Q16658
Q6PIU2
Q8TBN0
Q9H9H5
P56706
P23677
Q6STE5
Q8WVN6
Q8NA77
Q99519
Q96GY3
P59646
Q9Y676
Q16600
Q8NCK3
P35610
P17041
Q5T5M9
Q9BY76
O60231
Q8IUW3
Q6ZWE6
Q96IQ9
Q9HA72
Q68E01
Q8TDM5
Q01995
O75185
Q96S95
Q10586
Q6ZN01
Q9C0C2
Q96BN2
P19235
Q9ULU4
Q06547
Q96S86
O94880
Q8NFB2
O94887
P31942
Q96CK0
Q86UR1
Q9BTV7
Q969R2
Q6PK04
Q9BYV8
Q6KCM7
O75953
Q14204
P49771
P50416
Q14929
Q10471
P00813
Q9H1U4
Q9Y314
P07942
Q9BV99
Q9C0B0
Q05823
Q9NWM8
Q96LD4
Q8NBQ5
Q6TCH7
Q86XT2
Q6UXB0
Q6ZW61
Q9NXW9
Q9HB40
Q96AZ6
Q969S8
Q9UFC0
Q969X2
P08151
Q8NEG4
Q13886
Q8NBT3
Q9BVA0
Q9H492
P28065
O75052
Q5VTE6
Q9C019
Q9UHV5
Q8IYI6
Q00G26
Q8WWL2
Q9HAP6
Q9HBE1
Q9H9R9
Q9UHG2
Q6P3X8
Q9UBP6
O15431
O75293
Q14676
Q96D59
Q15011
P13716
Q8IVW6
P42167
P42166
Q05469
Q86W47
O15027
Q16394
P25685
Q13043
Q9HD36
Q96NT5
Q13432
Q14940
Q6NSJ5
Q9P212
Q99576
P09972
Q8N2R8
O00311
Q96MW5
Q9HBB8
Q99470
P08913
Q9NVD7
Q9GZY6
P23219
Q9UNF0
P46695
Q9NWM0
P55291
Q13323
Q9UBU9
Q6P1M9
Q9BQL6
Q9UDT6
Q9NVP4
Q9H1D0
Q9H2P0
Q9H7M6
P32320
P54652
P32929
Q96CP7
Q9BVA1
P22670
Q9BRP4
P17612
Q9Y219
A1A5C7
Q15113
Q13885
P0DPA2
Q96RT7
Q96FJ0
O60336
Q9UBD9
P26599
Q6P1A2
P52798
Q96CS4
P52797
Q9BYZ6
Q8IV04
O14763
Q92949
Q9NPB8
Q96AC6
Q09472
Q8WZ82
Q13190
Q9H3Z4
P12277
Q9BYL1
Q9UM47
Q8TDR0
O43924
Q50LG9
O00273
P62304
O14967
Q8NDD1
P55212
Q96GM8
Q96S53
Q9BZM1
Q8NCG7
Q9Y4U1
Q9NSY2
Q92482
Q9Y6R0
O43189
Q15797
Q11206
Q01105
Q99759
P51178
Q5T8I9
O95847
O60522
O00186
P35226
P08588
Q86UF1
Q4J6C6
A6NMD0
Q5TCZ1
Q96JA1
P51693
Q8TAI7
Q8WYH8
Q9BZC7
Q7Z449
O94992
Q13113
P30419
Q8WVV5
P49427
Q6PCE3
O00462
A6NK58
Q9Y6H6
Q9H1E5
P51784
P49761
Q14626
Q8NEP9
P09104
Q14145
Q9UPU7
Q6ZNA5
P31150
Q9H237
P55273
O75362
Q96L93
Q9H0X6
Q5SXM2
Q13445
Q92570
P16083
Q9NR19
Q4VX76
Q6IPW1
Q9Y580
Q15149
Q29983
Q96AQ7
Q8TF46
Q7Z2W4
Q9NXS2
P32121
Q63ZY3
O75521
Q9P086
O75971
O96024
Q8N680
O14939
Q9NTX7
O76024
P51825
Q92993
O95390
Q86UY5
Q9BZL6
Q96PQ7
Q9NRB3
Q8WTR8
Q9Y6D9
Q7Z736
F5GYI3
Q96M11
P22223
O43818
P12830
A7MBM2
P46199
Q8TBE0
Q9BVC6
Q24JP5
Q9Y5A7
Q9GZZ6
Q9ULE0
Q496M5
Q8TBK2
Q2M2W7
Q96HR9
Q15742
P13196
Q8NHU3
Q9BZM5
Q5U651
Q99558
Q2M2I3
P21731
O60331
O43823
Q8IZJ1
Q13509
Q96CP6
O15427
Q6IEG0
Q00653
P48378
P30281
Q96IK0
P04798
Q9C0H5
P21980
P0C7X2
Q9BQ13
O15259
Q9H257
Q7M4L6
P12272
Q9HD67
O15484
Q9NXG2
Q99447
Q96B21
Q9Y4G6
P54849
Q9NQV6
P23588
Q9Y5Y6
P42772
Q5BJH7
A4D1P6
Q9Y508
O95863
P19526
Q01813
Q08431
Q8NCG5
Q96A59
Q9NTM9
Q9H223
P46092
Q96A46
P42830
A6NI86
P57723
Q6IQ26
Q9UKT5
P57678
O94874
Q9BTC8
Q6ZYL4
Q86T24
Q96PM9
P31268
O60437
Q9BT22
Q9Y2K6
P19367
Q96L33
Q6ZSZ5
Q9BUX1
Q4G0J3
O60934
Q9HBH9
A6NJB7
A0AV02
Q8N684
Q9H4B4
Q13613
O15347
Q9H7S9
P26715
Q6ZTQ3
P02649
P10074
Q6WKZ4
O94766
O43365
Q96BV0
O00716
Q9NQ11
O43374
O95395
O75541
A5YM69
Q9BS16
Q92688
Q56P03
Q9BYX2
Q9HCJ5
P10909
Q5JRA6
Q7Z6J9
O14986
O14944
Q6P1M3
P15514
Q96F81
Q96RU3
Q5TEC3
O75146
Q8WVN8
Q6P597
P51878
Q9BQE9
Q8WUF5
O43175
Q9BV23
P15311
O14523
Q9BQA5
Q96EQ0
Q9H172
Q8NGA0
P43121
Q9UIK4
Q96RK0
Q09013
Q15050
Q6ZTN6
Q9NQE7
Q7Z7A4
Q9Y484
Q8TCY9
Q9H611
Q9Y2X8
Q8TD55
Q99638
O14976
O00562
Q8TEY5
Q9H8Y1
Q15185
Q6ZMQ8
Q8N6N3
P51570
P52824
A6NED2
Q8N441
O00559
Q9Y5S8
Q96Q04
Q14258
P22914
Q13459
Q9BUG6
Q9NZ81
Q8N1I0
P19838
P27707
Q13813
Q86YS6
Q13616
Q17RC7
Q9UGM6
Q86TX2
Q8N9L9
Q96RT8
Q7Z6L0
Q4LDG9
P42681
Q8ND90
P37235
Q8N4C7
Q0VF96
Q9UPT6
Q8N1F8
O60268
Q9P215
P62745
Q68CR7
Q96SB3
P02452
Q9NZL6
Q6UXU6
Q9P0M9
Q6IQ55
Q8IY47
Q8IY22
P61421
P38936
Q9Y3C6
Q8TCB6
P11309
O94827
O95497
P55055
P55317
Q6IPX3
Q6UB99
Q8N140
Q96EX2
P52926
O43820
Q9UBS4
Q8NCE0
Q6PCB0
Q01804
Q9NRK6
Q96JP0
Q5T2D3
Q8NBN3
Q6P0N0
Q9NSU2
Q86T82
O94923
Q9Y2Q0
Q99437
O00219
Q16877
P0CG13
Q96G46
Q99748
P09651
O43293
Q9BXS9
Q68CJ9
Q9NVV9
Q96RF0
O43761
Q9NWX6
Q86X02
Q504T8
Q8NDY8
Q16206
P34969
O95759
Q9H0N5
Q9UHX1
Q02388
Q8TBB1
P49137
Q9UHB7
Q96LA8
P31358
Q9HBF4
Q9UBV8
Q8NEF3
Q86WN1
Q8WWH5
P63316
Q86YN6
Q8IV56
Q6ZRP7
O14770
Q5VWJ9
Q96IZ7
P52569
Q9ULP0
A1X283
O75414
Q5T442
P49918
Q9UNA1
O43303
Q9Y2X7
Q5JVS0
Q9NZH0
Q96QU6
Q86YJ7
Q9Y2D1
Q99618
P03971
O00472
Q6P499
P56282
Q9UK08
P49711
O00444
Q8NCM8
Q9UQB8
Q8WWN8
Q6VN20
P01106
A4D256
Q7L8C5
Q9Y5S2
O95081
O75385
Q9HB96
P56817
P46013
Q3MIR4
Q9Y2E4
Q7L2J0
Q96HE8
Q9HAC8
P04180
Q9BTU6
Q5T686
Q9BSK0
Q8WX93
O75333
Q8N8R3
Q6NVU6
Q8NGJ1
P78559
Q9H9L7
Q9H6A0
Q8IX07
Q8NE62
Q9HAT8
Q8TAX9
Q3KNW1
Q9NYI0
Q9NVR2
Q92782
Q495Y8
Q2VPK5
Q8TAC9
Q15569
Q8N3V7
Q9BZR9
Q9UI08
P00973
P07996
P31146
O15120
Q8IUD6
P34059
O95633
Q13287
O75369
O14492
Q5UIP0
Q17RY0
Q96Q06
Q03989
Q9BTN0
Q6PF15
Q8NI37
O75151
Q4KMG0
Q5JTZ5
O60518
Q6P4Q7
Q86YD3
Q9C0C4
Q96CN4
Q6ZMZ0
Q86Z23
O95573
Q9H9S3
Q13155
Q99988
P55199
P61764
Q8N5H3
A8MVW5
Q9Y2U2
O95274
Q9UQ80
Q6NSJ2
P31629
Q96FS4
Q9BTD3
Q9P209
O94811
Q92563
P61244
Q9BSJ8
P29323
Q9BY11
O95238
Q8IV48
Q8WY41
P34947
P49862
Q9H4P4
Q14643
Q96DN2
Q96MF6
P16885
Q7LC44
P43235
Q9NXS3
Q13426
P51511
Q9Y2Z4
Q8IWB9
Q96E39
Q04695
Q92730
Q8IV42
Q5TGY3
Q8TCX5
Q96NW4
Q9Y4D7
Q9HCC6
P05161
Q6ZMR3
O00321
Q2L4Q9
Q9P015
O60259
O60271
Q8TCB0
Q96IW2
Q9C0H2
O96014
O60285
Q9Y6M5
Q9P287
Q9NP71
Q8TC84
Q8IUH5
O75298
P62256
Q8N819
P0CAP1
P52333
Q52LR7
Q2KHT3
O15195
Q5XUX0
Q63HM1
Q9GZQ8
Q6UX52
Q8N398
P06241
P40967
O60664
O15182
Q9ULW5
P48681
Q6Q0C0
P33121
Q9UK99
Q9NRV9
Q8IVE3
Q9BSH4
Q96MH2
P22607
Q9BUD6
Q2M329
Q8N2M4
P35638
Q12770
P13637
O43852
Q9BUN5
P15692
Q96IK5
O75391
Q05195
Q9NNW5
O75398
Q3KR16
Q6ZV89
P78362
Q9UP95
P42892
O00141
P52434
P38919
Q12852
P16435
Q9NQV8
Q6IPR3
O14526
O14817
P52757
Q16676
Q9Y2H9
Q12800
Q92575
P05787
P35568
Q7Z2K8
P11766
Q8NF64
Q494R4
Q8N729
Q9NRZ5
O60936
Q6UW60
Q6PJ21
P52298
Q9UPT8
O75157
Q9BXH1
Q96PG8
A0AVI4
Q32NB8
Q7RTT9
P07550
Q2M3G4
O60506
Q16611
A5YM72
Q8N9B4
P37198
Q6PH81
Q8TD30
Q9H7F0
Q02779
Q5HYK7
Q6UY11
Q2TBE0
Q8NCW0
Q96NZ8
Q8N461
Q9UJJ7
O00221
Q8WVB6
Q9NP78
Q9H015
Q9C0K3
O15460
Q96G30
Q9H825
Q8IXQ6
Q8TDB6
Q96L92
A6NN90
A6NNX1
P04070
Q13564
Q9NVQ4
Q96HP0
Q9HCH5
Q8N883
Q8NFD5
Q8IU68
Q96IR7
Q6ZWT7
O43739
Q9ULH0
Q9P2H5
Q6P3X3
Q8IVC4
P30307
O75467
Q9NYF3
P18146
Q96K62
Q8N4Z0
Q07002
O75807
Q13487
Q6ZVE7
O60307
Q5SVZ6
A0PK00
Q16760
Q9HBH0
P10914
Q99929
Q13574
Q96BR9
Q99536
O94812
P57073
O95782
Q96CM8
O95857
Q13015
Q5VY09
Q96H78
Q12809
Q96AX9
Q9BRR8
Q9GZT8
P10242
O95294
Q6UW02
O75145
Q13651
P17405
Q504Q3
Q9UGJ0
Q969K3
O43781
Q05655
Q96S65
Q86WB0
P15151
P20749
Q96CQ1
P49815
P56705
P50895
Q70IA6
Q9BRL6
O94919
Q9UMF0
Q03113
P11498
Q9H4M7
Q6PJG9
A6NJI1
P06307
P18846
Q8NC24
Q9UMR7
P35790
Q3KQU3
Q8N3Z3
Q9HCY8
P05305
Q8N2I9
Q6KB66
O43790
Q96A61
Q13488
Q969Q5
P78545
Q12913
P58340
Q96Q11
Q13586
Q08170
Q9BRK0
Q5VY43
Q96AQ6
O15554
Q9UKS6
Q5EBL2
A6NLU0
Q9UPY8
Q16643
Q9NZU5
Q8N6H7
P22681
P08195
O76082
P52272
Q9H8X9
Q8N283
P31276
P31275
Q8IVB5
Q96I13
Q9H3M7
Q969R8
P55089
Q969Y2
O75386
Q6B0B8
P28562
Q6ZRH7
P53539
Q10981
Q15646
Q92686
Q96AP7
P27987
O95478
Q6UX01
Q9NUD9
Q15466
Q5T124
Q5SWA1
Q8TE85
O75330
Q92979
Q13685
P08571
P98082
Q9P0P0
Q9P2J2
Q9BX69
P09017
Q15758
Q08AI6
P14635
Q92947
Q8NCA5
Q9ULI3
P38435
P13805
Q9H582
Q96CT2
P19429
Q9BPW9
Q6TDP4
Q93050
Q6UWV2
Q14624
Q8NDW8
Q9UBC2
P04066
Q86UT6
Q2TAL8
Q9NR12
Q9UIW0
P14652
P17483
P09629
P17481
P17482
P29275
Q9BYU1
P41219
P17480
Q9Y6E7
P51116
Q96RK1
Q8NE00
Q13683
Q13467
O94851
Q14140
Q8WW59
Q07960
Q14790
Q9NYG2
P61073
O00257
Q8TBP0
Q9ULV1
Q96QD5
P49703
Q96F07
Q15633
P20823
Q8N2H9
Q8TF68
Q8WXA9
O60779
Q9HCH0
Q6BEB4
O00408
Q9Y536
Q9HAB8
Q9H0H5
P08133
Q8N5B7
Q9BXL6
Q8NAA4
Q13136
P16035
Q9UHQ9
P19474
O76090
Q86U86
Q9NQS7
Q13489
Q68CP9
Q9UQV4
Q6DN90
P26006
Q9UNP4
P81877
Q2TAZ0
Q9NZC9
O15397
Q14332
P40261
O95251
Q8WU79
Q86UY8
P26196
Q9H3T2
Q12889
P20800
Q6ZVM7
Q99075
O75030
Q53FA7
Q5JR12
P41182
Q9BZF2
Q9BU68
O94955
P35754
P35052
O15492
Q9HCU4
O14776
Q99523
Q9UH77
O75771
P07093
Q9UPT9
P15529
P46734
P27469
O14896
Q8IXN7
O00591
O14682
Q14524
P35321
Q7LBC6
O43741
P40692
Q6PIV7
Q8NBM8
Q9UJW0
Q13275
P34820
O75800
A1L170
Q8WUY9
P04637
Q8NFH5
Q15582
Q86W33
P43007
B3KU38
P0DPB3
P01019
O95235
Q99698
P09758
Q9UK22
Q9H4M3
Q9Y672
P24522
Q53GL0
Q8WWF1
Q96P50
O94925
Q53HI1
Q8WZA0
O00329
Q9NUZ1
Q9UJM3
P30085
P08174
O43194
P49450
Q12866
Q9Y5Z9
Q8IUH3
Q9NNX1
Q96C01
P35270
Q6GMV2
Q96EH8
O14980
O94768
P12755
Q16678
O60237
O00391
P06753
O43521
Q6UB28
Q9Y543
Q96HH4
Q5TF58
O00154
B1AK53
Q14157
P05412
Q03052
Q8NFW5
Q9NR55
O15121
P55211
Q9Y624
Q9Y548
Q9BRI3
Q9NVF9
Q86V48
O75911
Q8IVJ1
O75069
Q969P0
Q96F25
